point ID,X,Y
260,585690.061448371,7910423.479303032
261,585709.1114864722,7910429.829315737
262,585673.9218327599,7910418.187625781
263,585665.1905652964,7910408.662606731
264,585667.0426523322,7910419.245961234
265,585660.9572234973,7910407.604271285
266,585649.3155335467,7910412.102196947
267,585641.3780176705,7910415.541787162
268,585635.8217565585,7910426.389725525
269,585636.880092008,7910439.618918646
270,585643.7592724329,7910438.82516706
271,585650.6384528577,7910425.066806212
272,585617.0363023207,7910424.27305463
273,585619.417557084,7910448.35018611
274,585632.6467502089,7910447.027266797
275,585596.6633449076,7910450.466857009
276,585567.9094874747,7910424.62392902
277,585569.9403747953,7910452.914257742
278,585582.9049840588,7910462.637714691
279,585550.0565575976,7910436.981596678
280,585554.6516943946, 7910423.1333762
281,585528.1030515386, 7910432.9712491
282,585525.7879427401,7910444.546793085
283,585545.3135961443,7910451.275311712
284,585517.8504268657,7910421.395705115
285,585514.2123987563,7910442.562414117
286,585536.3712972403,7910467.697881054
287,585523.3736149939,7910456.419993915
288,585518.5118865222,7910472.989558302
289,585531.0796199916,7910474.312477618
290,585511.2358303042,7910455.791607238
291,585541.8944853712,7910461.579379231
292,585507.5978021948,7910442.562414117
293,585511.2027573204,7910419.642837029
294,585553.0070075952,7910393.184450775
295,585561.2091073319,7910400.857382793
296,585557.1430046773, 7910424.0748474
297,585557.2403493961,7910469.318457212
298,585866.5911112363,7910461.564654168
299,585871.353620762,7910445.425038554
300,585848.3348247251,7910458.654231679
301,585832.4597929735,7910454.68547374
302,585832.301586803,7910457.585920189
303,585831.8363552587,7910466.115165222
304,585831.6660413872,7910469.237586185
305,585841.8349891156,7910469.100396056
306,585813.4097548733,7910451.775051259
307,585814.2035064623,7910460.770902582
308,585815.7910096385,7910468.443834599
309,585807.3243260374,7910448.335461047
310,585804.149319686,7910459.977150992
311,585788.0097040739,7910455.743809197
312,585847.3976941966,7910479.241275169
313,585860.5056823986,7910476.381350469
314,585862.7671723636,7910470.875114039
315,585831.1585085383,7910479.557420831
316,585830.8722898001,7910485.377201796
317,585814.9972580494,7910480.085524544
318,585798.8576424373,7910472.677176394
319,585801.2388971997,7910479.820940688
320,585808.4417627528,7910479.95945733
321,585783.7763622748,7910468.973002318
322,585782.7180268234,7910477.175102059
323,585764.7263241746,7910461.829238035
324,585762.0804855488,7910467.385499142
325,585777.2900546845,7910477.375245206
326,585753.8783858111,7910458.125063956
327,585740.9137765486,7910452.568802845
328,585717.6303966492,7910456.802144643
329,585728.2137511494,7910465.797995973
330,585700.9616133114,7910449.393796492
331,585685.8803331489,7910441.720864482
332,585694.3470167499,7910449.393796492
333,  585661.5386178,7910430.343758393
334,585663.9198725605,7910448.600044906
335,585667.5634035431,7910449.510927655
336,585679.7949043112,7910452.568802845
337,585654.9142737379,7910427.136802625
338,585650.4260955742,7910440.927112896
339, 585633.64281171,7910452.852963686
340,585644.2753537204,7910445.29770153
341,585619.9989513867,7910455.47922533
342,585623.7031254591,7910462.093821894
343,585634.5510638226,7910458.654231682
344,585600.7727253772,7910460.75970915
345,585607.8280937104,7910464.739660516
346,585614.2615579348,7910470.951281145
347,585619.8231720533,7910466.849893812
348,585601.7426648727,7910484.318866342
349,585607.8280937104,7910474.793847293
350,585562.3196693612,7910474.000095706
351,585575.0196947604,7910471.883424811
352,585558.615495286,7910493.050133806
353,585570.7863529613,7910507.073078521
354,585590.3655587863,7910502.839736722
355,585855.6397436485,7910486.523419809
356,585857.2628068849,7910493.753428768
357,585877.7724241456,7910495.819145616
358,585880.1332433969,7910472.506055493
359,585870.394863978,7910469.407480221
360,585850.2786031179,7910484.457702961
361,585843.5254010409,7910503.934461802
362,585854.705139216,7910501.721193753
363,585813.7352019046,7910490.654853497
364,585819.1945964266,7910495.671594411
365,585809.751319414,7910486.966073412
366,585795.8815063033,7910494.638735995
367,585810.4890754316,7910504.229564201
368,585817.8065655474,7910497.166262422
369,585778.6180155147,7910489.32689267
370,585758.182002875,7910476.145703554
371,585756.1902326113,7910480.621371679
372,585773.0110697886,7910494.933838394
373,585750.4357356802,7910471.768299472
374,585744.5336875468,7910480.768922877
375,585746.5994043937,7910485.34301018
376,585749.5504284604,7910489.179341465
377,585737.847606536,7910474.635514777
378,585731.6967328591,7910479.44096205
379,585737.7463321947,7910491.687711921
380,585715.7612029016,7910477.522796404
381,585719.3024317808,7910484.01504935
382,585686.1034110337,7910454.20970628
383,585683.8901429828,7910463.062778477
384,585686.250962236,7910472.506055493
385,585694.2187272161,7910472.210953083
386,585698.9403657215,7910476.637489185
387,585666.0151646314,7910457.397220027
388,585667.708501352,7910463.323898539
389,585647.811794891,7910454.433880769
390,585651.4101354219,7910459.513890926
391,585642.5201176424,7910468.403908707
392,585650.7751341537,7910468.192241609
393,585629.3173829019,7910479.754556406
394,585631.5398873491,7910489.120825134
395,585643.9224121124,7910487.533321965
396,585858.8929250604,7910510.589325827
397,585858.0984814502,7910519.195798285
398,585863.6955927759,7910520.729253452
399,585867.7642120561,7910521.843943663
400,585880.7401243793,7910514.296729345
401,585877.6947572017,7910507.543958645
402,585851.7429325571,7910516.150431104
403,585842.2096092179,7910511.118954904
404,585844.0633109799, 7910515.7532093
405,585826.3207369884,7910506.087478694
406,585828.7040678216,7910516.944874719
407,585807.1216830425,7910512.97265666
408,585822.745740735,7910517.077281985
409,585790.7031817362,7910502.909704246
410,585795.2050288673,7910514.693951152
411,585805.2679812796,7910516.944874719
412,585785.936520067,7910502.644889712
413,585788.8494799761,7910518.004132871
414,585778.6541202944,7910501.982853368
415,585769.6504260283,7910510.456918564
416,585777.1976403408,7910523.697645418
417,585783.052490944,7910520.836752519
418,585761.8383971816,7910504.366184201
419,585753.2319247229,7910496.156933546
420,585744.3606377263,7910506.881922305
421,585750.6928279381,7910509.502138942
422,585759.7198808854,7910513.237471197
423,585733.3708344363,7910503.174518786
424,585741.0738750855,7910505.773134913
425,585717.6143694716,7910497.083784427
426,585688.4847703818,7910481.85694854
427,585689.8088430688,7910494.700453594
428,585702.3311851248,7910495.773797199
429,585665.8327284558,7910468.204624258
430,585658.2959131431,7910487.815275632
431,585670.5786882667,7910490.498907171
432,585646.4543768624,7910487.582989529
433,585649.896897356,7910487.650518745
434,585827.2555461442,7910532.472049043
435,585840.023389901,7910534.340513982
436,585846.5630171895,7910522.039786458
437,585813.5534699159,7910525.932421755
438,585814.6434077984,7910537.298916806
439,585800.4005301008,7910534.227612402
440,585799.2285720427,7910538.388854694
441,585841.6009064913,7910531.373280402
442,585849.6771254241,7910538.544560097
443,585858.7080393014,7910532.160638221
444,585819.9373917943,7910549.911055155
445,585827.4112515552,7910546.32983068
446,585831.7710030815,7910548.509706445
447,585837.3763979012,7910548.821117267
448,585838.0276325643,7910545.25848059
449,585845.7844901318,7910544.461365748
450,585847.853741874,7910541.316103093
451,585820.560213442,7910558.319147378
452,585823.2072054408,7910564.547363855
453,585826.6867692778,7910562.928962074
454,585836.2864600196, 7910558.4748528
455,585796.5815800456,7910540.724435862
456,585774.0042953528,7910533.406281512
457,585776.9626981737,7910543.682838682
458,585783.1909146411,7910540.724435862
459,585765.1290868856,7910541.191552095
460,585774.3157061767,7910548.354001034
461,585758.1019832538,7910519.737220462
462,585755.3196459524,7910530.914994925
463,585741.3061589003,7910510.050469764
464,585745.5102050165,7910516.590097051
465,585747.2229645438,7910524.063956816
466,585753.7072895681,7910529.550693378
467,585729.1611367892,7910520.327026933
468,585717.0312178172,7910513.013985343
469,585716.8604092663,7910517.680034935
470,585724.8013852639,7910521.728375636
471,585733.9880045522,7910529.202235397
472,585737.4135236079,7910537.921738453
473,585745.6659104275,7910538.700265516
474,585795.8030529851,7910556.606387857
475,585806.5467263917,7910556.762093265
476,585814.0205861507,7910560.966139376
477,585757.6552271256,7910547.419768564
478,585739.9048101967,7910543.060017034
479,585744.1088563101,7910544.928481977
480,585746.1330266614,7910553.64798503
481,585703.6565903584,7910506.313539881
482,585705.8979644394,7910507.43642759
483,585689.3316924842,7910508.493415646
484,585685.2833517818, 7910519.8599107
485,585693.2243277766,7910522.81831352
486,585702.4109470649,7910534.96333563
487,585706.8270117715,7910534.04057584
488,585712.8432096466,7910532.783459865
489,585683.4148868406,7910533.717692338
490,585694.3142656563,7910539.634497978
491,585669.6276472956,7910501.835350871
492,585668.3114619087,7910517.524329521
493,585675.9197921874,7910518.57134746
494,585667.7485269606,7910520.339004271
495,585666.4429969676,7910526.866654228
496,585673.6054459047,7910527.800886691
497,585677.8094920209,7910534.651924804
498,585664.2631212054,7910535.586157277
499,585669.9102736963,7910539.952499934
500,585658.3463155618,7910516.122980818
501,585651.9623936834,7910531.849227395
502,585657.5055063386,7910499.773912594
503,585650.6544682253,7910509.739058938
504,585648.0074762264,7910496.971215181
505,585644.8933679927,7910505.06789659
506,585626.6307774913,7910496.12380005
507,585625.8973077685,7910502.888020825
508,585631.2234811224,7910510.809249077
509,585651.7444061078,7910540.724435862
510,585650.9658790473,7910549.132528093
511,585659.5296766898,7910552.402341742
512,585661.2424362199,7910543.682838682
513,585623.980754273,7910519.283797942
514,585621.2261454193,7910522.506902695
515,585621.6932616541,7910526.399537988
516,585627.1429510629,7910530.292173278
517,585632.9040512936,7910527.956592105
518,     585634.3054,7910530.603584103
519,585641.467848937,7910530.447878692
520,585642.8691976406,7910526.088127166
521,585672.724646573,7910547.347126715
522,585680.0827910313,7910549.599644329
523,585690.8887466015,7910556.762093265
524,585691.9523343379,7910551.444154594
525,585668.4048851561,7910556.606387857
526,585679.6156747965,7910553.336574204
527,585647.3846545806,7910557.073504087
528,585655.7927468102,7910560.810433969
529,585642.8691976406,7910535.897568099
530,585651.8705333527,7910535.589255139
531,585640.5336164655,7910541.502962917
532,585631.9698188249,7910538.700265512
533,585636.1738649411,7910541.814373743
534,585624.9630752988,7910537.766033042
535,585617.9563317727,7910536.98750598
536,585614.375107307,7910519.704205286
537,585612.039526131,7910526.555243403
538,585606.5898367222,7910528.735119164
539,585608.7697124844,7910536.05327351
540,585645.6718950532,7910547.731179386
541,     585634.3054,7910545.707009032
542,585642.5577868195,7910549.443938915
543,585621.2500000009,      7910544.25
544,585633.2295497805,7910545.586941976
545,585618.2677425966,7910542.904311627
546,585608.1468908386,7910543.994249508
547,585614.6910952851,7910545.457071677
548,585621.3818508303,7910546.952652328
549,585641.9349651719,7910555.205039147
550,585630.8798809424,7910551.779520098
551,585614.0636964832,7910551.15669845
552,585626.2087185914,7910556.917798679
553,585729.908522767,7910542.43719539
554,585733.0226309989,7910550.845287625
555,585730.9984606495,7910556.762093265
556,585737.693793349,7910561.744666439
557,585727.2615307681,7910534.02910316
558,585722.4346630061,7910533.873397745
559,585721.9675467713,7910529.669351634
560,585726.9501199443,7910528.268002927
561,585719.6319655962,7910538.077443864
562,585708.2654705439,7910544.461365748
563,585714.4936870113,7910546.796946917
564,585705.307067723,7910553.025163382
565,585725.8571353871,7910553.65789688
566,585723.3688954758,7910562.056077264
567,585713.7151599526,7910560.810433969
568,585718.2306168899,7910565.325890906
569,585706.2413001917,7910561.588961024
570,585667.1592418607,7910565.170185491
571,585678.9928531488,7910576.69238596
572,585685.8438912611,7910574.045393959
573,585697.8332079621,7910578.405145485
574,585704.6842460753,7910571.865518201
575,585719.3205547724,7910576.848091368
576,585723.8360117106,7910569.997053258
577,585730.3621793455,7910561.904049352
578,585656.5901833624,7910571.841639616
579,585664.0451336298,7910574.356804781
580,585667.7820635084,7910578.093734663
581,585641.7792597581,7910559.876201496
582,585636.640981175,7910565.481596321
583,585642.2463759957,7910572.799750663
584,585644.8933679927,7910579.339377955
585,585651.588700694,7910579.806494191
586,585652.6786385765,7910573.578277726
587,585626.5201294152,7910565.793007139
588,585632.5926404698,7910562.834604319
589,585633.5268729413,7910565.637301728
590,585633.3711675284,7910572.176929023
591,585626.831540239,7910570.931285728
592,585622.9389049476,7910583.232013248
593,585628.2328889435,7910583.54342407
594,585630.5684701186,7910589.92734595
595,585621.8489670651,7910592.262927122
596,585629.9456484737,7910594.754213713
597,585618.8905642442,7910578.249440074
598,585608.9254178973,7910579.495083369
599,585610.1710611908,7910585.100478187
600,585615.9321614215,7910591.640105478
601,585612.5066423658,7910594.442802887
602,585617.1395165017,7910597.914267808
603,585612.5066423658,7910603.473716773
604,585614.0636964832,7910608.92340618
605,585619.2019750662,7910610.636165701
606,585620.415991364,7910611.617710792
607,585626.5201294152,7910616.552971344
608,585632.5926404698,7910611.258987349
609,585629.167121415,7910604.875065472
610,585614.0636964832,7910619.978490401
611,585622.7831995338,7910625.116768986
612,585630.7241755314,7910626.829528522
613,585638.3537407033,7910620.601312049
614,585645.2047788166,7910623.715420283
615,585651.7444061078,7910620.289901227
616,585650.1873519905,7910612.037514407
617,585651.9001115179,7910607.522057466
618,585647.8517708154,7910603.162305947
619,585644.1148409341,7910598.802554417
620,585653.6128710462,7910594.131392065
621,585656.8826846909,7910583.54342407
622,585663.4223119821,7910585.723299835
623,585703.2828973709,7910581.986369953
624,585704.8399514863,7910591.484400067
625,585715.7393303039,7910589.460229717
626,585716.0507411277,7910581.830664545
627,585693.006340201,7910589.304524302
628,585698.7674404318,7910593.664275832
629,585680.2384964442,7910591.32869466
630,585691.6049914947,7910593.35286501
631,585668.5076728929,7910589.92928534
632,585661.8652578648,7910599.113965239
633,585672.4582128664,7910591.998615801
634,585604.565666371,7910611.726103581
635,585669.9619392715,7910608.45628994
636,585655.8140875213,7910620.541264981
637,585662.4920734158,7910620.953730579
638,585673.9978881525,7910621.664386883
639,585675.4375412753,7910616.015550427
640,585677.4275039602,7910608.207437783
641,585688.6465886738,7910607.833468292
642,585690.0298346076,7910601.062843464
643,585845.1918328535,7910568.793570116
644,585860.8889714358,7910563.085519724
645,585864.5754206469,7910554.64236185
646,585832.9433080517,7910580.328588616
647,585849.1161174988,7910575.809715394
648,585817.1272517554,7910578.663740586
649,585820.1001946693,7910585.442050431
650,585806.9003281333,7910577.355645705
651,585793.5815438833,7910564.274696887
652,585799.0517588435,7910575.690797672
653,585774.7925446741,7910557.377469335
654,585783.9492088454,7910563.799026024
655,585744.587444677,7910573.550278775
656,585758.9764883779,7910572.361101612
657,585764.8391318005,7910581.993436649
658,585764.1256255032,7910590.555512238
659,585772.8066188078,7910593.052784286
660,585776.9687388856,7910590.079841372
661,585782.5578715624,7910589.48525279
662,585783.9848841606,7910573.907031927
663,585795.1631495142,7910581.755601216
664,585794.2118077809,7910592.220360272
665,585804.2357874159,7910591.512144327
666,585816.0926676206,7910590.674429957
667,585820.8493762827,7910589.48525279
668,585724.7519695619,7910582.718834721
669,585735.3356463322,7910585.572859921
670,585742.4826010959,7910583.182613812
671,585725.7033112934,7910592.232252046
672,585699.9219503542,7910600.853786491
673,585692.0733810617,7910609.772615235
674,585701.111127519,7910609.534779798
675,585714.786664919,7910603.826729402
676,585722.7541519227,7910608.940191213
677,585730.6027212152,7910602.161881372
678,585714.786664919,7910620.237374283
679,585718.1163609801,7910623.567070346
680,585720.9703861764,7910626.421095543
681,585731.9108160967,7910618.929279409
682,585735.4783475911,7910612.864475861
683,585735.7049643723,7910606.065972451
684,585735.8351007421,7910602.161881372
685, 585745.11068263,7910610.961792398
686,585753.7916759364,7910606.205083743
687,585750.6998153068,7910598.475432161
688,585743.2905415948,7910597.810497347
689,585741.424233418,7910597.643008143
690,585747.0612202259,   7910587.05683
691,585753.4230310144,7910586.631227598
692,585755.0947550796,7910589.278124038
693,585756.2770562107,7910591.150100823
694,585691.5977101969,7910615.837418772
695,585695.1652416922,7910620.118456572
696,585702.4192223977,7910617.859019954
697,585710.0937409392,7910619.334888905
698,585736.6675247569,7910622.021140035
699,585743.8791143615,7910618.262987703
700,585735.2405121606,7910627.848108143
701,585744.9647706933,7910632.952139985
702,585696.9490074385,7910627.491354991
703,585705.5110830283,7910629.156203024
704,585723.9433290903,7910636.529101446
705,585729.0567909004,7910638.312867198
706,585737.6029141136,7910643.214133393
707,585719.5433735782,7910642.118234124
708,585726.6784365699,7910645.566847906
709,585709.673203107,7910633.080487672
710,585697.0679251552,7910636.05343058
711,585691.3598747635,7910639.026373494
712,585692.5490519283,7910643.664164443
713,585705.1543298801,7910645.091177035
714,585691.2409570469,7910623.567070346
715,585678.2789259451,7910623.923823498
716,585678.9856280088,7910633.640976857
717,585679.2302676784,7910637.004772313
718,585713.9542409014,7910647.588449083
719,585665.0790594118,7910633.318323106
720,585656.516983822,7910632.842652239
721,585645.4576361878,7910633.080487672
722,585688.9477551626,7910653.345297512
723,585705.9867538949,7910659.123467587
724,585708.4840259422,7910651.512733731
725,585668.1709200423,7910643.94956696
726,585674.2107809791,7910641.608779814
727,585658.5385850035,7910644.663073257
728,585658.8953381535,7910652.392724834
729,585664.246635397,7910652.154889401
730,585665.9114834294,7910657.387268927
731,585678.0410905136,7910658.219692942
732,585682.3822419075,7910656.279550001
733,585719.3055381449,7910657.387268927
734,585724.0535539808,7910653.877564192
735,585737.6188664902,7910659.884540979
736,585740.5663451226,7910651.487870846
737,585735.1215944439,7910649.847885702
738,585757.8348782985,7910655.674853805
739,585760.0943149114,7910637.242607746
740,585750.2241444401,7910620.475209717
741,585760.180274969,7910619.023700025
742,585760.105626598,7910614.678522117
743,585765.9889208358,7910604.496542867
744,585771.3677144386,7910601.103513695
745,585772.2080505174,7910596.401798613
746,585762.2110502655,7910599.676501095
747,585769.1082778238,7910608.476412129
748,585782.6453660363,7910597.719454858
749,585779.7551517878,7910610.10570085
750,585783.9884935869,7910613.069040112
751,585792.1486838013,7910599.385649785
752,585792.5350679783,7910633.211297154
753,585781.3568026274,7910643.913891643
754,585787.0648530181,7910650.454366058
755,585796.8161057737,7910650.216530621
756,585803.1187447486,7910639.632853851
757,585778.5027774302,7910664.367738891
758,585780.4226991041,7910665.367698096
759,585789.9188782154,7910670.313624714
760,585795.0323400246,7910666.865010932
761, 585799.31337782,7910654.735403851
762,585811.2051494718,7910654.854321562
763,585815.2093893634,7910645.300646245
764,585813.9393868223,7910641.331888307
765,585790.9205907853,7910678.003211647
766,585799.3343576118,  7910681.178218
767,585803.1443652324,7910679.908215463
768,585805.2172264708,7910671.128839049
769,585809.0181269804,7910681.336968318
770,585811.3993817437,7910673.716953076
771,585778.3793157013,7910674.828205302
772,585782.9830749091,7910677.368210379
773, 585768.16286093,7910660.018786665
774,585762.8217845866,  7910671.176948
775,585768.5367960175,7910675.304456256
776,585816.3206415847,7910668.160691962
777,585816.6470207656,7910631.960593767
