point ID,X,Y
778,585806.9543728521,7910626.08656615
779,585800.6333644744,7910629.013501767
780,585793.1296565617,7910629.524847947
781,585805.4574159421,7910607.04856978
782,585820.8244486786,7910607.264622863
783,585820.2101210458,7910632.943517983
784,585820.4922091179,7910621.152236558
785,585836.6741016489,7910607.387488391
786,585837.9027569173,7910598.909767039
787,585835.1920135785,7910594.23806043
788,585832.128077154,7910588.957659356
789,585828.4421113487,7910632.206324823
790,585839.9914708752,7910629.99474534
791,585846.2576127462,7910618.199654762
792,585836.6741016489,7910613.776495788
793,585827.5820526592,7910622.131351616
794, 585849.04305078,7910587.56315577
795,585850.9480545903,7910578.990638621
796,585860.6318239588,7910580.419391479
797,585866.981836657,7910574.70438005
798,       585868.25,7910587.000000007
799,585875.7151046395,7910587.363298506
800,585884.9316975754,7910587.811835337
801,585892.3818874583,7910588.174407993
802,585892.5406377744,7910581.68939402
803,585878.729360152,7910565.973112591
804,585863.6480799895,7910598.199427038
805,585871.1093449118,7910602.009434663
806,585876.1893550735,7910593.119416881
807,585883.4918696769,7910594.389419422
808,585881.0298179742,7910606.277545173
809,585890.635633965,7910607.883196414
810,585892.5406377744,7910603.914438479
811,585892.2231371403,7910596.453173548
812,585879.5231117411,7910613.598207843
813,585873.1730990401,7910627.409485463
814,585881.1106149144,7910631.695744034
815,585892.0643868223,7910618.995718636
816,585867.6168379281,7910612.80445626
817,585863.4893296715,7910620.106970858
818,585853.3293093527,7910601.374433391
819,585854.5993118919,7910624.075728793
820,585883.6506199948,7910635.34700134
821,585896.6681460291,7910631.854494352
822,585902.065656825,7910622.805726256
823,585900.1606530147,7910618.360717364
824,585886.6668760283,7910644.078268804
825,585892.8581384113,7910645.82452229
826,585902.8594084112,7910638.363257371
827,585848.4080495089,7910634.076998796
828,585853.6468099868,7910633.918248478
829,585902.383157461,7910652.492035631
830,585908.415669526,7910647.094524831
831,585896.509395713,7910658.68329801
832,585895.3981434898,7910668.525817692
833,585904.1294109533,7910671.065822776
834,585911.7494261907,7910666.779564206
835,585886.1906250762,7910648.20577706
836,585885.2381231682,7910658.68329801
837,585888.2543792017,7910668.525817692
838,585886.6668760283,7910683.60709786
839,585901.4306555567,7910687.258355159
840,585904.9231625395,7910675.352081351
841,585876.6656060256,7910682.019594681
842,585867.299337294,7910684.718350079
843,585866.3785854504,7910699.069378782
844,585880.6661140257,7910701.609383859
845,585884.2856212659,7910697.735876117
846,585877.3006072966,7910663.445807535
847,585872.8555984059,7910668.68456801
848,585875.7131041205,7910657.889546424
849,585861.7430761792,7910660.588301819
850,585857.7743182415,7910672.970826585
851,585852.3768074475,7910685.512101665
852,585856.2185651315,7910700.021880686
853,585849.5193017321,7910675.987082615
854,585826.2313488824,7910671.725158315
855,585828.3417339744,7910654.027591929
856,585821.4204955343,7910651.857034355
857,585836.0823103115,7910673.527981095
858,585825.3892534729,7910682.654595952
859,585832.2903065411,7910686.184945572
860,585837.5843937462,7910688.893224802
861,585837.771778238,7910654.87329039
862,585822.6904980754,7910634.553249758
863,585817.1342369616,7910636.617003877
864,585846.5030456996,7910655.508291658
865,585856.2838349342,7910641.237307925
866,585865.7118341178,7910643.919518489
867,585880.7931142803,7910645.82452229
868,585841.0000000009,      7910701.75
869,585816.1658600252,7910690.338111319
870,585818.7058651047,7910700.021880686
871,585826.325880344,7910699.386879414
872,585834.7976526581,7910700.751173835
873,585854.4723116374,7910713.356907353
874,585865.5848338641,7910712.563155767
875,585879.8723624395,7910712.880656403
876,585839.8672824278,7910709.388149418
877,585849.2530683093,7910714.626909897
878,585833.0410187747,7910727.168184977
879,585838.5972798886,7910732.565695774
880,585847.4872976681,7910732.883196406
881,585850.0273027495,7910727.168184977
882,585831.4593614712,7910714.529301558
883,585818.2137391204,7910707.641895927
884,585822.9762486462,7910715.103160847
885,585816.0547348028,7910721.135672916
886,585819.0709908353,7910730.025690693
887,585826.2147551235,7910731.771944184
888,585813.9909806764,7910738.756958157
889,585824.6272519473,7910747.48822562
890,585831.7710162355,7910744.313219264
891,585830.0247627432,7910734.470699582
892,585806.6884660702,7910744.789470218
893,585812.7209781352,7910758.283247206
894,585822.8809984559,7910758.75949816
895,585826.6910060756,7910753.520737682
896,585797.1634470206,7910748.123226888
897,585797.4809476547,7910755.584491812
898,585808.7522201985,7910760.82325229
899,585809.0697208326,7910716.214413073
900,585800.8147043223,7910726.374433391
901,585798.9097005138,7910740.185711011
902,585789.3846814642,7910737.010704663
903,585782.3996674921,7910748.916978475
904,585783.1934190812,7910754.314489268
905,585792.8771884479,7910762.093254827
906,585796.8459463855,7910691.449363537
907,585805.100962895,7910697.16437497
908,585800.6559540061,7910708.43564751
909,585792.8771884479,7910692.243115127
910,585790.3371833693,7910703.038136721
911,585754.9358625645,7910681.924344487
912,585758.269619232,7910690.179361001
913,585773.0333987605,7910690.338111319
914,585756.9996166928,7910702.403135445
915,585767.6358879646,7910710.658151954
916,585778.4309095563,7910703.831888303
917,585755.4796203012,7910708.21877382
918,585753.3483593911,7910716.373163391
919,585766.2071351064,7910719.548169736
920,585752.7133581201,7910728.755688157
921,585768.4296395537,7910728.596937843
922,585770.8108943161,7910722.088174816
923,585783.1934190812,7910697.16437497
924,585783.1934190812,7910711.928154502
925,585779.8596624136,7910682.241845123
926,585778.3867281163,7910732.594859764
927,585762.8733784389,7910742.249465145
928,585743.0295887524,7910717.643165927
929,585743.8233403414,7910729.708190061
930,585741.7595862132,7910709.705650054
931,585742.5533378012,7910691.608113859
932,585736.0562294414,7910690.728297103
933,585727.3133073216,7910689.544359736
934,585723.185799065,7910709.864400372
935,585736.0445747823,7910719.071918786
936,585736.5656761173,7910680.672699738
937,585709.0570208076,7910676.84433433
938,585721.2412696006,7910681.162270442
939,585741.2833352601,7910681.289343223
940,585693.0232387409,7910690.814362273
941,585694.9282425502,7910701.926884495
942,585699.690752076,7910670.494321629
943,585695.9414133672,7910677.368109271
944,585693.9757406451,7910680.971842587
945,585693.9757406451,7910665.890562423
946,585689.2132311203,7910667.954316553
947,585688.6767555457,7910675.452074938
948,585684.9269725475,7910674.463079568
949,585683.1807190562,7910688.591857836
950,585686.8319763578,7910692.560615763
951,585676.513205721,7910666.208063059
952,585681.2757152459,7910673.193077028
953,585603.9582325183,7910513.688885495
954,585592.2485203249,7910514.411707237
955,585588.2007185789,7910522.218182039
956,585592.826777718,7910531.036607269
957,585873.4172440991,7910538.940298662
958,585840.5880193245,7910418.920115322
